17.60,17.75,17.41,17.48,3517800,9.68377
17.39,17.65001,17.17,17.64,3728000,9.77241
17.24,17.58001,17.10,17.40001,3555600,9.63946
17.39,17.92001,17.30,17.44999,5011800,9.66715
18.19998,18.43992,17.17,17.74001,11419200,9.82782
18.48006,18.68004,18.19998,18.39996,7088500,10.19342
18.19998,18.93996,18.16992,18.68004,15272100,10.34859
18.36,18.39006,17.91,18.16992,7720300,10.06598
17.71999,18.30996,17.51999,18.21006,13752200,10.08822
17.64,17.85001,17.53,17.60999,5784100,9.75579
17.58001,17.58001,17.58001,17.58001,000,9.73918
17.58001,17.58001,17.58001,17.58001,000,9.73918
17.58001,17.58001,17.58001,17.58001,000,9.73918
17.58001,17.58001,17.58001,17.58001,000,9.73918
17.58001,17.58001,17.58001,17.58001,000,9.73918
17.44999,17.89999,17.40001,17.58001,6879300,9.73918
17.92001,18.14004,17.35,17.44999,10074200,9.66715
17.76,18.23004,17.60999,17.78999,7293100,9.85551
18.12006,18.48996,17.85001,17.92001,8219100,9.92753
17.35,18.59994,17.06,18.14994,13167700,10.05491
17.38001,17.78,16.90,17.35,7654100,9.61176
17.69,17.69,16.99999,17.11001,4929100,9.4788
17.20001,18.18,16.99999,17.76,8287700,9.83889
16.99999,17.33,16.57001,17.30,5219900,9.58405
17.03,17.64,16.61,16.96,7961800,9.3957
18.32004,18.45,17.24999,17.26,12244800,9.5619
18.12996,19.49994,18.12006,18.50004,21530500,10.24887
17.80,18.28008,17.78999,18.05994,9638500,10.00506
18.66996,18.68004,17.80999,17.96999,15595600,9.95523
18.30006,19.09008,18.09,18.70002,26745100,10.35965
16.20,17.75,16.15,17.75,17878400,9.83335
16.14001,16.14001,16.14001,16.14001,000,8.94143
16.05001,16.45,15.80,16.14001,9131900,8.94143
15.86,16.50001,15.82,16.09,14387900,8.91373
15.89999,16.07999,15.49001,15.77,10158200,8.73645
15.30,16.56,15.21,15.86,15015600,8.78631
14.60,15.15001,14.45,15.05,6010800,8.33757
14.45,14.56999,14.25001,14.56,3422900,8.06612
14.38,14.58,14.20,14.38,3993500,7.9664
14.51,14.72,14.25001,14.27999,5506500,7.911
15.42001,15.46999,14.31,14.51,9782800,8.03842
15.98,15.98,15.46,15.52,8147600,8.59795
15.53999,16.65,15.40001,16.07,14418700,8.90265
15.55,15.97,15.31001,15.50,8920300,8.58687
15.71999,15.84,15.19999,15.60001,8449400,8.64227
15.78001,16.70,15.60001,15.95,13426800,8.83617
15.44,15.87001,15.41,15.78001,5902100,8.74199
15.33001,15.62,15.25,15.44,5391800,8.55363
15.89999,16.00,15.21,15.30,9391600,8.47607
16.15,16.33,15.64,16.05001,11552900,8.89157
15.40001,16.79,15.28,16.39001,20555900,9.07993
14.99,15.48,14.95001,15.35,8484900,8.50377
14.88001,15.25,14.88001,15.08,7101900,8.3542
15.15001,15.35,14.90999,14.94,8494500,8.27664
14.92,15.33001,14.79001,15.08999,12985200,8.35973
14.40,15.26,14.29999,15.10,17365700,8.36528
14.20,14.42,14.18999,14.36999,5694900,7.96086
14.59001,14.65999,14.25001,14.36999,8038900,7.96086
14.90,15.10999,14.54999,14.67,9666300,8.12706
14.47999,14.99,14.23001,14.98,13384000,8.29879
14.33,14.88001,14.23001,14.56,11352100,8.06612
14.29999,14.69,14.04,14.47,9649800,8.01626
14.08,14.36999,13.91999,14.29,7164600,7.91654
13.91,14.36999,13.63,14.17,8890000,7.85006
14.53,14.68001,13.93,14.02,9776300,7.76696
14.70001,15.17,14.60,14.77001,10840400,8.18246
14.34001,14.67,14.11,14.60,7122300,8.08828
